production_id,production_date,product_type,production_line,shift,operator_id,machine_id,material_batch,quantity_produced,quantity_defective,defect_type,defect_rate,inspection_result,defect_cost,day_of_week,month,week_number
628,2024-08-15,Product_B,Line_2,Morning,OP013,M004,BATCH047,164,3,Dent,1.83,Pass,1500,Thursday,August,33
629,2024-08-15,Product_B,Line_2,Morning,OP004,M002,BATCH021,119,1,Dimension_Error,0.84,Pass,500,Thursday,August,33
630,2024-08-15,Product_D,Line_1,Morning,OP004,M001,BATCH045,132,4,Surface_Finish,3.03,Pass,2000,Thursday,August,33
631,2024-08-15,Product_D,Line_1,Night,OP014,M001,BATCH032,195,11,Dent,5.64,Fail,5500,Thursday,August,33
632,2024-08-16,Product_C,Line_3,Night,OP011,M009,BATCH007,234,11,Dent,4.7,Pass,5500,Friday,August,33
633,2024-08-16,Product_C,Line_2,Afternoon,OP013,M007,BATCH018,283,10,Crack,3.53,Pass,5000,Friday,August,33
634,2024-08-17,Product_C,Line_2,Afternoon,OP013,M008,BATCH046,112,2,Surface_Finish,1.79,Pass,1000,Saturday,August,33
635,2024-08-17,Product_D,Line_2,Morning,OP014,M006,BATCH019,242,8,Dent,3.31,Pass,4000,Saturday,August,33
636,2024-08-17,Product_A,Line_1,Afternoon,OP005,M009,BATCH049,166,4,Crack,2.41,Pass,2000,Saturday,August,33
637,2024-08-17,Product_C,Line_1,Afternoon,OP005,M005,BATCH003,231,3,Dent,1.3,Pass,1500,Saturday,August,33
638,2024-08-17,Product_A,Line_3,Night,OP018,M001,BATCH050,211,6,Scratch,2.84,Pass,3000,Saturday,August,33
639,2024-08-17,Product_B,Line_2,Morning,OP017,M007,BATCH031,160,5,Dimension_Error,3.12,Pass,2500,Saturday,August,33
640,2024-08-17,Product_B,Line_2,Morning,OP011,M007,BATCH048,293,12,Surface_Finish,4.1,Pass,6000,Saturday,August,33
641,2024-08-19,Product_A,Line_1,Morning,OP012,M008,BATCH036,236,9,Surface_Finish,3.81,Pass,4500,Monday,August,34
642,2024-08-19,Product_A,Line_3,Night,OP019,M009,BATCH001,116,4,Dent,3.45,Pass,2000,Monday,August,34
643,2024-08-19,Product_B,Line_1,Morning,OP003,M003,BATCH008,118,2,Crack,1.69,Pass,1000,Monday,August,34
644,2024-08-20,Product_A,Line_3,Afternoon,OP018,M002,BATCH032,283,14,Surface_Finish,4.95,Pass,7000,Tuesday,August,34
645,2024-08-20,Product_A,Line_1,Morning,OP019,M006,BATCH048,256,3,Dimension_Error,1.17,Pass,1500,Tuesday,August,34
646,2024-08-20,Product_C,Line_1,Afternoon,OP012,M003,BATCH033,166,3,Crack,1.81,Pass,1500,Tuesday,August,34
647,2024-08-20,Product_D,Line_1,Morning,OP005,M005,BATCH034,162,5,Dent,3.09,Pass,2500,Tuesday,August,34
648,2024-08-20,Product_A,Line_1,Afternoon,OP013,M007,BATCH045,162,4,Scratch,2.47,Pass,2000,Tuesday,August,34
649,2024-08-21,Product_A,Line_3,Afternoon,OP006,M005,BATCH006,218,10,Surface_Finish,4.59,Pass,5000,Wednesday,August,34
650,2024-08-21,Product_A,Line_2,Morning,OP001,M009,BATCH024,139,2,Dent,1.44,Pass,1000,Wednesday,August,34
651,2024-08-22,Product_D,Line_2,Afternoon,OP015,M005,BATCH027,284,7,Dent,2.46,Pass,3500,Thursday,August,34
652,2024-08-22,Product_A,Line_2,Afternoon,OP017,M004,BATCH042,102,2,Dent,1.96,Pass,1000,Thursday,August,34
653,2024-08-22,Product_A,Line_1,Night,OP004,M008,BATCH010,244,9,Dent,3.69,Pass,4500,Thursday,August,34
654,2024-08-23,Product_C,Line_1,Afternoon,OP008,M008,BATCH025,134,2,Scratch,1.49,Pass,1000,Friday,August,34
655,2024-08-23,Product_D,Line_1,Night,OP018,M007,BATCH010,124,4,Scratch,3.23,Pass,2000,Friday,August,34
656,2024-08-23,Product_C,Line_1,Night,OP004,M001,BATCH040,233,5,Surface_Finish,2.15,Pass,2500,Friday,August,34
657,2024-08-23,Product_A,Line_2,Afternoon,OP007,M002,BATCH013,133,2,Dimension_Error,1.5,Pass,1000,Friday,August,34
658,2024-08-23,Product_A,Line_1,Afternoon,OP001,M001,BATCH027,277,6,Crack,2.17,Pass,3000,Friday,August,34
659,2024-08-23,Product_C,Line_1,Night,OP015,M001,BATCH013,279,6,Dimension_Error,2.15,Pass,3000,Friday,August,34
660,2024-08-24,Product_A,Line_1,Night,OP001,M009,BATCH047,198,14,Surface_Finish,7.07,Fail,7000,Saturday,August,34
661,2024-08-24,Product_D,Line_3,Morning,OP010,M002,BATCH033,178,9,Surface_Finish,5.06,Fail,4500,Saturday,August,34
662,2024-08-24,Product_C,Line_1,Morning,OP013,M004,BATCH048,172,2,Scratch,1.16,Pass,1000,Saturday,August,34
663,2024-08-24,Product_D,Line_1,Morning,OP007,M001,BATCH023,122,2,Crack,1.64,Pass,1000,Saturday,August,34
664,2024-08-25,Product_D,Line_1,Morning,OP007,M005,BATCH004,195,7,Dent,3.59,Pass,3500,Sunday,August,34
665,2024-08-25,Product_D,Line_1,Night,OP002,M006,BATCH002,202,10,Dent,4.95,Pass,5000,Sunday,August,34
666,2024-08-25,Product_B,Line_2,Afternoon,OP005,M007,BATCH028,229,5,Dent,2.18,Pass,2500,Sunday,August,34
667,2024-08-26,Product_D,Line_3,Afternoon,OP013,M007,BATCH025,102,8,Scratch,7.84,Fail,4000,Monday,August,35
668,2024-08-27,Product_C,Line_1,Night,OP004,M005,BATCH008,252,7,Crack,2.78,Pass,3500,Tuesday,August,35
669,2024-08-27,Product_B,Line_3,Morning,OP002,M001,BATCH012,208,9,Dimension_Error,4.33,Pass,4500,Tuesday,August,35
670,2024-08-27,Product_C,Line_2,Night,OP007,M008,BATCH041,196,13,Dent,6.63,Fail,6500,Tuesday,August,35
671,2024-08-27,Product_B,Line_2,Morning,OP017,M002,BATCH013,225,5,Dimension_Error,2.22,Pass,2500,Tuesday,August,35
672,2024-08-28,Product_A,Line_1,Morning,OP006,M009,BATCH039,112,2,Scratch,1.79,Pass,1000,Wednesday,August,35
673,2024-08-29,Product_A,Line_2,Morning,OP014,M007,BATCH043,268,6,Scratch,2.24,Pass,3000,Thursday,August,35
674,2024-08-30,Product_A,Line_1,Afternoon,OP017,M003,BATCH047,225,4,Crack,1.78,Pass,2000,Friday,August,35
675,2024-08-31,Product_C,Line_2,Morning,OP020,M005,BATCH028,269,6,Dent,2.23,Pass,3000,Saturday,August,35
676,2024-08-31,Product_C,Line_2,Night,OP019,M008,BATCH041,224,7,Scratch,3.12,Pass,3500,Saturday,August,35
677,2024-09-01,Product_A,Line_1,Afternoon,OP010,M001,BATCH020,179,3,Crack,1.68,Pass,1500,Sunday,September,35
678,2024-09-01,Product_B,Line_1,Night,OP018,M001,BATCH012,243,6,Dimension_Error,2.47,Pass,3000,Sunday,September,35
679,2024-09-01,Product_A,Line_2,Night,OP019,M005,BATCH026,185,4,Dimension_Error,2.16,Pass,2000,Sunday,September,35
680,2024-09-02,Product_C,Line_2,Night,OP018,M009,BATCH028,177,7,Dent,3.95,Pass,3500,Monday,September,36
681,2024-09-02,Product_D,Line_3,Morning,OP017,M008,BATCH026,131,11,Scratch,8.4,Fail,5500,Monday,September,36
682,2024-09-02,Product_B,Line_2,Afternoon,OP019,M006,BATCH021,128,2,Crack,1.56,Pass,1000,Monday,September,36
683,2024-09-02,Product_A,Line_2,Morning,OP013,M006,BATCH036,230,6,Dent,2.61,Pass,3000,Monday,September,36
684,2024-09-02,Product_B,Line_1,Morning,OP020,M007,BATCH002,216,5,Crack,2.31,Pass,2500,Monday,September,36
685,2024-09-03,Product_A,Line_2,Morning,OP020,M003,BATCH047,109,3,Crack,2.75,Pass,1500,Tuesday,September,36
686,2024-09-03,Product_D,Line_3,Night,OP005,M004,BATCH026,259,7,Dimension_Error,2.7,Pass,3500,Tuesday,September,36
687,2024-09-04,Product_D,Line_1,Night,OP019,M007,BATCH012,157,6,Surface_Finish,3.82,Pass,3000,Wednesday,September,36
688,2024-09-04,Product_A,Line_3,Afternoon,OP008,M007,BATCH044,256,7,Dent,2.73,Pass,3500,Wednesday,September,36
689,2024-09-05,Product_C,Line_1,Afternoon,OP002,M006,BATCH006,118,2,Surface_Finish,1.69,Pass,1000,Thursday,September,36
690,2024-09-05,Product_C,Line_1,Afternoon,OP016,M006,BATCH039,223,4,Dent,1.79,Pass,2000,Thursday,September,36
691,2024-09-06,Product_D,Line_2,Afternoon,OP011,M004,BATCH039,117,3,Scratch,2.56,Pass,1500,Friday,September,36
692,2024-09-06,Product_C,Line_1,Morning,OP006,M003,BATCH005,207,4,Dimension_Error,1.93,Pass,2000,Friday,September,36
693,2024-09-06,Product_A,Line_1,Afternoon,OP008,M001,BATCH048,152,2,Dimension_Error,1.32,Pass,1000,Friday,September,36
694,2024-09-07,Product_A,Line_2,Night,OP007,M005,BATCH020,115,6,Dimension_Error,5.22,Fail,3000,Saturday,September,36
695,2024-09-07,Product_A,Line_1,Afternoon,OP014,M009,BATCH011,192,4,Dimension_Error,2.08,Pass,2000,Saturday,September,36
696,2024-09-07,Product_A,Line_3,Morning,OP003,M003,BATCH045,255,10,Scratch,3.92,Pass,5000,Saturday,September,36
697,2024-09-08,Product_C,Line_3,Morning,OP018,M009,BATCH006,241,14,Crack,5.81,Fail,7000,Sunday,September,36
698,2024-09-08,Product_D,Line_3,Night,OP002,M004,BATCH014,271,18,Dent,6.64,Fail,9000,Sunday,September,36
699,2024-09-08,Product_A,Line_1,Afternoon,OP011,M002,BATCH034,212,3,Scratch,1.42,Pass,1500,Sunday,September,36
700,2024-09-08,Product_D,Line_1,Afternoon,OP003,M006,BATCH013,235,8,Dent,3.4,Pass,4000,Sunday,September,36
701,2024-09-08,Product_A,Line_2,Morning,OP006,M001,BATCH022,169,4,Crack,2.37,Pass,2000,Sunday,September,36
702,2024-09-08,Product_A,Line_2,Night,OP002,M004,BATCH046,290,15,Surface_Finish,5.17,Fail,7500,Sunday,September,36
703,2024-09-08,Product_C,Line_3,Night,OP004,M006,BATCH040,188,6,Crack,3.19,Pass,3000,Sunday,September,36
704,2024-09-08,Product_A,Line_2,Morning,OP013,M006,BATCH007,272,7,Surface_Finish,2.57,Pass,3500,Sunday,September,36
705,2024-09-09,Product_D,Line_3,Morning,OP011,M007,BATCH028,276,11,Surface_Finish,3.99,Pass,5500,Monday,September,37
706,2024-09-09,Product_C,Line_2,Night,OP019,M008,BATCH039,108,9,Surface_Finish,8.33,Fail,4500,Monday,September,37
707,2024-09-09,Product_D,Line_3,Night,OP019,M003,BATCH005,245,17,Surface_Finish,6.94,Fail,8500,Monday,September,37
708,2024-09-10,Product_A,Line_1,Morning,OP011,M002,BATCH032,192,5,Scratch,2.6,Pass,2500,Tuesday,September,37
709,2024-09-10,Product_D,Line_2,Afternoon,OP017,M001,BATCH041,168,4,Dent,2.38,Pass,2000,Tuesday,September,37
710,2024-09-12,Product_D,Line_3,Morning,OP017,M006,BATCH025,240,7,Scratch,2.92,Pass,3500,Thursday,September,37
711,2024-09-12,Product_D,Line_2,Night,OP008,M008,BATCH045,203,8,Dent,3.94,Pass,4000,Thursday,September,37
712,2024-09-13,Product_C,Line_1,Afternoon,OP005,M007,BATCH045,101,1,Dent,0.99,Pass,500,Friday,September,37
713,2024-09-13,Product_B,Line_2,Afternoon,OP016,M007,BATCH040,189,4,Dimension_Error,2.12,Pass,2000,Friday,September,37
714,2024-09-13,Product_D,Line_2,Night,OP011,M004,BATCH036,216,7,Dimension_Error,3.24,Pass,3500,Friday,September,37
715,2024-09-14,Product_A,Line_3,Afternoon,OP004,M004,BATCH009,206,4,Dimension_Error,1.94,Pass,2000,Saturday,September,37
716,2024-09-14,Product_C,Line_1,Morning,OP017,M009,BATCH027,260,10,Crack,3.85,Pass,5000,Saturday,September,37
717,2024-09-14,Product_D,Line_1,Afternoon,OP004,M008,BATCH042,134,3,Scratch,2.24,Pass,1500,Saturday,September,37
718,2024-09-15,Product_C,Line_3,Morning,OP008,M003,BATCH026,276,8,Scratch,2.9,Pass,4000,Sunday,September,37
719,2024-09-15,Product_A,Line_1,Afternoon,OP002,M002,BATCH022,210,3,Crack,1.43,Pass,1500,Sunday,September,37
720,2024-09-16,Product_B,Line_1,Afternoon,OP019,M005,BATCH015,243,5,Surface_Finish,2.06,Pass,2500,Monday,September,38
721,2024-09-16,Product_D,Line_2,Morning,OP017,M009,BATCH029,256,6,Scratch,2.34,Pass,3000,Monday,September,38
722,2024-09-17,Product_D,Line_2,Morning,OP014,M003,BATCH011,120,2,Dent,1.67,Pass,1000,Tuesday,September,38
723,2024-09-17,Product_A,Line_1,Afternoon,OP013,M007,BATCH043,217,6,Crack,2.76,Pass,3000,Tuesday,September,38
724,2024-09-18,Product_A,Line_1,Night,OP005,M009,BATCH031,143,7,Surface_Finish,4.9,Pass,3500,Wednesday,September,38
725,2024-09-18,Product_D,Line_1,Morning,OP013,M008,BATCH043,193,6,Surface_Finish,3.11,Pass,3000,Wednesday,September,38
726,2024-09-18,Product_D,Line_3,Afternoon,OP002,M007,BATCH028,111,5,Scratch,4.5,Pass,2500,Wednesday,September,38
727,2024-09-18,Product_B,Line_3,Night,OP007,M009,BATCH034,226,14,Surface_Finish,6.19,Fail,7000,Wednesday,September,38
728,2024-09-19,Product_B,Line_1,Afternoon,OP003,M006,BATCH028,156,3,Dent,1.92,Pass,1500,Thursday,September,38
729,2024-09-20,Product_B,Line_1,Morning,OP020,M007,BATCH011,277,6,Dent,2.17,Pass,3000,Friday,September,38
730,2024-09-21,Product_A,Line_3,Afternoon,OP004,M008,BATCH022,119,5,Dimension_Error,4.2,Pass,2500,Saturday,September,38
731,2024-09-21,Product_D,Line_1,Morning,OP008,M004,BATCH016,105,1,Scratch,0.95,Pass,500,Saturday,September,38
732,2024-09-21,Product_D,Line_1,Night,OP007,M007,BATCH003,213,11,Dimension_Error,5.16,Fail,5500,Saturday,September,38
733,2024-09-21,Product_B,Line_2,Morning,OP013,M008,BATCH019,113,2,Surface_Finish,1.77,Pass,1000,Saturday,September,38
734,2024-09-21,Product_D,Line_2,Night,OP015,M006,BATCH001,197,7,Surface_Finish,3.55,Pass,3500,Saturday,September,38
735,2024-09-21,Product_B,Line_2,Morning,OP006,M002,BATCH047,275,3,Dent,1.09,Pass,1500,Saturday,September,38
736,2024-09-21,Product_B,Line_3,Night,OP020,M004,BATCH037,199,15,Dent,7.54,Fail,7500,Saturday,September,38
737,2024-09-21,Product_D,Line_1,Afternoon,OP019,M003,BATCH049,227,5,Dimension_Error,2.2,Pass,2500,Saturday,September,38
738,2024-09-21,Product_C,Line_1,Afternoon,OP011,M006,BATCH028,178,5,Crack,2.81,Pass,2500,Saturday,September,38
739,2024-09-22,Product_C,Line_1,Morning,OP013,M002,BATCH027,134,1,Dent,0.75,Pass,500,Sunday,September,38
740,2024-09-23,Product_C,Line_1,Afternoon,OP020,M001,BATCH007,254,8,Dent,3.15,Pass,4000,Monday,September,39
741,2024-09-23,Product_A,Line_1,Night,OP013,M009,BATCH004,149,12,Surface_Finish,8.05,Fail,6000,Monday,September,39
742,2024-09-24,Product_B,Line_1,Morning,OP018,M005,BATCH005,213,4,Dimension_Error,1.88,Pass,2000,Tuesday,September,39
743,2024-09-24,Product_B,Line_1,Afternoon,OP010,M004,BATCH043,291,5,Surface_Finish,1.72,Pass,2500,Tuesday,September,39
744,2024-09-25,Product_B,Line_3,Morning,OP008,M002,BATCH032,208,6,Dimension_Error,2.88,Pass,3000,Wednesday,September,39
745,2024-09-25,Product_D,Line_2,Afternoon,OP012,M001,BATCH050,220,4,Scratch,1.82,Pass,2000,Wednesday,September,39
746,2024-09-25,Product_B,Line_2,Morning,OP005,M007,BATCH030,282,4,Dimension_Error,1.42,Pass,2000,Wednesday,September,39
747,2024-09-25,Product_A,Line_1,Night,OP014,M004,BATCH036,245,7,Crack,2.86,Pass,3500,Wednesday,September,39
748,2024-09-25,Product_C,Line_1,Afternoon,OP013,M009,BATCH039,299,11,Scratch,3.68,Pass,5500,Wednesday,September,39
749,2024-09-25,Product_D,Line_3,Afternoon,OP004,M008,BATCH047,196,13,Dimension_Error,6.63,Fail,6500,Wednesday,September,39
750,2024-09-26,Product_C,Line_2,Night,OP020,M004,BATCH014,144,5,Dent,3.47,Pass,2500,Thursday,September,39
751,2024-09-26,Product_C,Line_1,Afternoon,OP001,M008,BATCH025,121,4,Dimension_Error,3.31,Pass,2000,Thursday,September,39
752,2024-09-26,Product_A,Line_2,Afternoon,OP006,M005,BATCH039,246,4,Dimension_Error,1.63,Pass,2000,Thursday,September,39
753,2024-09-27,Product_A,Line_2,Afternoon,OP010,M002,BATCH043,114,1,Scratch,0.88,Pass,500,Friday,September,39
754,2024-09-27,Product_D,Line_3,Night,OP012,M008,BATCH012,142,7,Scratch,4.93,Pass,3500,Friday,September,39
755,2024-09-27,Product_C,Line_3,Night,OP014,M003,BATCH006,168,7,Scratch,4.17,Pass,3500,Friday,September,39
756,2024-09-27,Product_A,Line_1,Afternoon,OP020,M001,BATCH037,115,2,Dimension_Error,1.74,Pass,1000,Friday,September,39
757,2024-09-28,Product_A,Line_2,Afternoon,OP005,M006,BATCH010,145,4,Scratch,2.76,Pass,2000,Saturday,September,39
758,2024-09-28,Product_B,Line_1,Night,OP006,M001,BATCH050,256,13,Surface_Finish,5.08,Fail,6500,Saturday,September,39
759,2024-09-29,Product_B,Line_1,Night,OP002,M007,BATCH027,178,5,Crack,2.81,Pass,2500,Sunday,September,39
760,2024-09-29,Product_D,Line_2,Morning,OP008,M003,BATCH044,144,2,Scratch,1.39,Pass,1000,Sunday,September,39
761,2024-09-29,Product_D,Line_1,Morning,OP015,M001,BATCH004,219,5,Crack,2.28,Pass,2500,Sunday,September,39
762,2024-09-30,Product_A,Line_2,Afternoon,OP005,M002,BATCH019,158,6,Dimension_Error,3.8,Pass,3000,Monday,September,40
763,2024-09-30,Product_D,Line_1,Night,OP020,M006,BATCH015,267,12,Scratch,4.49,Pass,6000,Monday,September,40
764,2024-09-30,Product_B,Line_2,Night,OP015,M006,BATCH035,247,8,Crack,3.24,Pass,4000,Monday,September,40
765,2024-09-30,Product_A,Line_1,Morning,OP001,M004,BATCH004,215,8,Crack,3.72,Pass,4000,Monday,September,40
766,2024-09-30,Product_A,Line_2,Night,OP014,M003,BATCH023,131,5,Dent,3.82,Pass,2500,Monday,September,40
767,2024-09-30,Product_C,Line_3,Afternoon,OP003,M007,BATCH034,298,19,Scratch,6.38,Fail,9500,Monday,September,40
768,2024-09-30,Product_D,Line_1,Morning,OP001,M008,BATCH002,218,8,Dent,3.67,Pass,4000,Monday,September,40
769,2024-09-30,Product_D,Line_1,Morning,OP014,M002,BATCH033,204,8,Dent,3.92,Pass,4000,Monday,September,40
770,2024-10-01,Product_D,Line_2,Afternoon,OP014,M001,BATCH027,115,3,Dent,2.61,Pass,1500,Tuesday,October,40
771,2024-10-01,Product_B,Line_3,Night,OP013,M002,BATCH007,225,14,Crack,6.22,Fail,7000,Tuesday,October,40
772,2024-10-02,Product_C,Line_1,Afternoon,OP019,M005,BATCH017,289,6,Dimension_Error,2.08,Pass,3000,Wednesday,October,40
773,2024-10-02,Product_C,Line_1,Afternoon,OP013,M003,BATCH040,256,5,Scratch,1.95,Pass,2500,Wednesday,October,40
774,2024-10-02,Product_D,Line_1,Morning,OP009,M001,BATCH033,145,4,Scratch,2.76,Pass,2000,Wednesday,October,40
775,2024-10-02,Product_C,Line_2,Morning,OP016,M005,BATCH025,173,4,Scratch,2.31,Pass,2000,Wednesday,October,40
776,2024-10-03,Product_D,Line_3,Night,OP016,M005,BATCH014,163,9,Crack,5.52,Fail,4500,Thursday,October,40
777,2024-10-03,Product_C,Line_2,Night,OP008,M002,BATCH013,208,11,Scratch,5.29,Fail,5500,Thursday,October,40
778,2024-10-03,Product_D,Line_2,Morning,OP020,M005,BATCH022,253,6,Dent,2.37,Pass,3000,Thursday,October,40
779,2024-10-03,Product_C,Line_3,Night,OP012,M007,BATCH019,153,8,Scratch,5.23,Fail,4000,Thursday,October,40
780,2024-10-03,Product_B,Line_3,Afternoon,OP004,M004,BATCH015,121,3,Scratch,2.48,Pass,1500,Thursday,October,40
781,2024-10-05,Product_A,Line_3,Afternoon,OP003,M007,BATCH019,218,8,Dimension_Error,3.67,Pass,4000,Saturday,October,40
782,2024-10-05,Product_C,Line_2,Morning,OP010,M002,BATCH049,168,2,Dimension_Error,1.19,Pass,1000,Saturday,October,40
783,2024-10-05,Product_B,Line_1,Morning,OP014,M005,BATCH045,266,6,Crack,2.26,Pass,3000,Saturday,October,40
784,2024-10-05,Product_A,Line_2,Morning,OP006,M007,BATCH020,205,8,Dent,3.9,Pass,4000,Saturday,October,40
785,2024-10-05,Product_B,Line_3,Morning,OP003,M006,BATCH013,227,8,Crack,3.52,Pass,4000,Saturday,October,40
786,2024-10-06,Product_C,Line_3,Morning,OP003,M003,BATCH029,226,5,Scratch,2.21,Pass,2500,Sunday,October,40
787,2024-10-06,Product_A,Line_3,Morning,OP019,M006,BATCH035,188,9,Dimension_Error,4.79,Pass,4500,Sunday,October,40
788,2024-10-06,Product_D,Line_3,Afternoon,OP013,M001,BATCH032,185,10,Crack,5.41,Fail,5000,Sunday,October,40
789,2024-10-06,Product_D,Line_1,Morning,OP016,M005,BATCH001,279,5,Scratch,1.79,Pass,2500,Sunday,October,40
790,2024-10-07,Product_B,Line_3,Morning,OP015,M003,BATCH023,122,6,Scratch,4.92,Pass,3000,Monday,October,41
791,2024-10-07,Product_A,Line_3,Night,OP008,M006,BATCH025,298,23,Dent,7.72,Fail,11500,Monday,October,41
792,2024-10-07,Product_D,Line_1,Morning,OP017,M009,BATCH041,108,6,Dimension_Error,5.56,Fail,3000,Monday,October,41
793,2024-10-07,Product_B,Line_3,Morning,OP004,M005,BATCH017,108,2,Scratch,1.85,Pass,1000,Monday,October,41
794,2024-10-08,Product_D,Line_1,Morning,OP006,M004,BATCH044,274,4,Dent,1.46,Pass,2000,Tuesday,October,41
795,2024-10-08,Product_C,Line_1,Night,OP011,M006,BATCH047,181,7,Surface_Finish,3.87,Pass,3500,Tuesday,October,41
796,2024-10-09,Product_B,Line_3,Night,OP005,M009,BATCH021,197,7,Surface_Finish,3.55,Pass,3500,Wednesday,October,41
797,2024-10-09,Product_A,Line_3,Morning,OP015,M001,BATCH015,124,5,Surface_Finish,4.03,Pass,2500,Wednesday,October,41
798,2024-10-09,Product_D,Line_2,Afternoon,OP020,M007,BATCH044,190,6,Crack,3.16,Pass,3000,Wednesday,October,41
799,2024-10-09,Product_A,Line_2,Afternoon,OP007,M003,BATCH039,225,6,Dimension_Error,2.67,Pass,3000,Wednesday,October,41
800,2024-10-09,Product_C,Line_3,Night,OP017,M001,BATCH005,116,8,Dent,6.9,Fail,4000,Wednesday,October,41
801,2024-10-09,Product_A,Line_3,Night,OP002,M006,BATCH040,256,7,Crack,2.73,Pass,3500,Wednesday,October,41
802,2024-10-09,Product_A,Line_3,Afternoon,OP012,M005,BATCH045,170,6,Scratch,3.53,Pass,3000,Wednesday,October,41
803,2024-10-09,Product_D,Line_1,Afternoon,OP008,M005,BATCH046,135,2,Surface_Finish,1.48,Pass,1000,Wednesday,October,41
804,2024-10-11,Product_A,Line_1,Afternoon,OP002,M007,BATCH019,198,6,Dimension_Error,3.03,Pass,3000,Friday,October,41
805,2024-10-11,Product_D,Line_3,Night,OP018,M003,BATCH019,291,8,Surface_Finish,2.75,Pass,4000,Friday,October,41
806,2024-10-11,Product_A,Line_1,Morning,OP014,M001,BATCH002,100,1,Scratch,1.0,Pass,500,Friday,October,41
807,2024-10-11,Product_B,Line_1,Afternoon,OP011,M006,BATCH035,160,2,Surface_Finish,1.25,Pass,1000,Friday,October,41
808,2024-10-12,Product_D,Line_3,Morning,OP004,M009,BATCH044,206,12,Dent,5.83,Fail,6000,Saturday,October,41
809,2024-10-12,Product_A,Line_2,Afternoon,OP012,M002,BATCH021,228,5,Surface_Finish,2.19,Pass,2500,Saturday,October,41
810,2024-10-12,Product_C,Line_1,Afternoon,OP002,M006,BATCH047,126,1,Surface_Finish,0.79,Pass,500,Saturday,October,41
811,2024-10-13,Product_B,Line_2,Night,OP013,M002,BATCH014,233,13,Crack,5.58,Fail,6500,Sunday,October,41
812,2024-10-13,Product_D,Line_1,Morning,OP013,M009,BATCH004,202,5,Dimension_Error,2.48,Pass,2500,Sunday,October,41
813,2024-10-14,Product_D,Line_3,Afternoon,OP017,M009,BATCH012,209,11,Dimension_Error,5.26,Fail,5500,Monday,October,42
814,2024-10-14,Product_C,Line_1,Night,OP009,M006,BATCH048,220,14,Dent,6.36,Fail,7000,Monday,October,42
815,2024-10-14,Product_C,Line_2,Afternoon,OP014,M009,BATCH012,243,11,Crack,4.53,Pass,5500,Monday,October,42
816,2024-10-14,Product_A,Line_1,Afternoon,OP008,M006,BATCH049,219,6,Scratch,2.74,Pass,3000,Monday,October,42
817,2024-10-16,Product_B,Line_1,Morning,OP019,M007,BATCH047,155,6,Surface_Finish,3.87,Pass,3000,Wednesday,October,42
818,2024-10-16,Product_B,Line_1,Morning,OP012,M006,BATCH032,126,3,Scratch,2.38,Pass,1500,Wednesday,October,42
819,2024-10-18,Product_B,Line_1,Morning,OP014,M009,BATCH029,141,5,Surface_Finish,3.55,Pass,2500,Friday,October,42
820,2024-10-18,Product_B,Line_1,Night,OP006,M005,BATCH042,193,7,Surface_Finish,3.63,Pass,3500,Friday,October,42
821,2024-10-19,Product_D,Line_3,Night,OP012,M008,BATCH022,250,16,Dimension_Error,6.4,Fail,8000,Saturday,October,42
822,2024-10-19,Product_A,Line_1,Afternoon,OP014,M003,BATCH039,134,3,Dent,2.24,Pass,1500,Saturday,October,42
823,2024-10-20,Product_B,Line_3,Afternoon,OP017,M005,BATCH046,248,8,Surface_Finish,3.23,Pass,4000,Sunday,October,42
824,2024-10-21,Product_B,Line_3,Afternoon,OP017,M005,BATCH004,206,12,Surface_Finish,5.83,Fail,6000,Monday,October,43
825,2024-10-22,Product_A,Line_1,Afternoon,OP008,M003,BATCH037,282,7,Scratch,2.48,Pass,3500,Tuesday,October,43
826,2024-10-22,Product_B,Line_1,Morning,OP016,M004,BATCH044,275,3,Crack,1.09,Pass,1500,Tuesday,October,43
827,2024-10-22,Product_D,Line_3,Night,OP002,M002,BATCH024,126,7,Crack,5.56,Fail,3500,Tuesday,October,43
828,2024-10-22,Product_A,Line_2,Morning,OP005,M006,BATCH035,150,2,Scratch,1.33,Pass,1000,Tuesday,October,43
829,2024-10-22,Product_A,Line_3,Night,OP010,M002,BATCH012,223,15,Dent,6.73,Fail,7500,Tuesday,October,43
830,2024-10-22,Product_C,Line_1,Morning,OP004,M008,BATCH037,122,4,Scratch,3.28,Pass,2000,Tuesday,October,43
831,2024-10-22,Product_D,Line_3,Morning,OP004,M009,BATCH018,106,4,Crack,3.77,Pass,2000,Tuesday,October,43
832,2024-10-22,Product_B,Line_1,Afternoon,OP016,M004,BATCH035,256,5,Scratch,1.95,Pass,2500,Tuesday,October,43
833,2024-10-23,Product_A,Line_1,Afternoon,OP003,M009,BATCH023,288,11,Dimension_Error,3.82,Pass,5500,Wednesday,October,43
834,2024-10-24,Product_A,Line_3,Night,OP005,M002,BATCH028,150,5,Crack,3.33,Pass,2500,Thursday,October,43
835,2024-10-24,Product_B,Line_2,Night,OP017,M002,BATCH047,155,4,Crack,2.58,Pass,2000,Thursday,October,43
836,2024-10-25,Product_C,Line_1,Morning,OP011,M002,BATCH012,181,3,Dent,1.66,Pass,1500,Friday,October,43
837,2024-10-26,Product_B,Line_1,Morning,OP005,M001,BATCH044,280,7,Surface_Finish,2.5,Pass,3500,Saturday,October,43
